,Amount,MerchantName,MCC,Location,Device,TransactionSpeed,Fraud,Weekday,Hour,Month,is_large_amount,is_slow_transaction
4972,639.63,Walsh-Beasley,7299,Shawshire,POS,27.8,0,4,0,5,0,0
4973,33.41,"Anthony, Thornton and Meadows",5942,Sandraborough,POS,52.11,0,5,0,11,0,0
4974,3313.51,Alvarez-Navarro,5411,Port Nicholasburgh,Android,85.71,1,2,19,7,1,0
4975,40.04,Cooper Group,5812,Torreston,Web,52.21,0,2,12,10,0,0
4976,610.72,"Cross, Lutz and Brown",5411,East Anthonyborough,Android,53.57,0,1,23,5,0,0
4977,715.02,"Davis, Fox and Herrera",5968,Stacyhaven,Web,51.52,0,4,14,9,0,0
4978,95.76,"Willis, Hampton and Davis",5942,South Samanthabury,Web,58.44,0,1,18,10,0,0
4979,90.46,Vargas-Rodriguez,7299,Davismouth,iOS,9.6,0,6,10,2,0,0
4980,583.01,Jones-Miller,7299,South Shawn,Android,2.27,0,6,9,10,0,0
4981,389.67,Dunlap-Mckinney,5261,Robbinsshire,Android,21.82,0,5,1,9,0,0
4982,683.64,"Kelley, Williams and Garcia",5968,Perryburgh,Web,3.52,0,4,16,2,0,0
4983,94.29,Cordova Inc,5812,West Jamesbury,iOS,8.59,0,0,9,9,0,0
4984,372.33,"Marshall, Harris and Howard",5968,West Gary,Web,8.3,0,3,6,3,0,0
4985,809.74,Myers-Romero,5411,Cuevasberg,Web,52.0,0,1,23,6,0,0
4986,928.85,Wells-Carter,5968,West Andrewtown,Web,21.33,0,6,18,6,0,0
4987,267.8,Townsend-Hicks,5968,Amychester,iOS,1.1,0,6,8,9,0,0
4988,507.88,Jones-Garner,5968,Port Kathleenchester,iOS,29.95,0,1,3,8,0,0
4989,207.09,"Fitzpatrick, Davidson and Nixon",5411,Lake Jaredberg,iOS,18.26,0,5,8,12,0,0
4990,218.54,Bentley-Martinez,5261,Stevenville,POS,36.3,0,5,15,10,0,0
4991,907.68,Williams LLC,5261,New Thomasbury,Web,22.42,0,0,5,11,0,0
4992,581.62,Kim Inc,5968,Stevenchester,iOS,5.91,0,6,22,12,0,0
4993,286.91,Tucker and Sons,5968,Griffinberg,POS,9.14,0,5,15,9,0,0
4994,884.46,Cook and Sons,5942,New Deborah,Android,13.69,0,3,12,4,0,0
4995,709.66,"Ramirez, Thompson and Hill",5411,Sarahshire,Web,16.76,0,0,7,7,0,0
4996,325.33,Sutton-Green,5261,West Christianberg,POS,17.63,0,3,20,7,0,0
4997,547.35,"Harrison, Wilson and Hamilton",7299,South Natalie,iOS,43.97,0,0,15,1,0,0
4998,936.46,"Rivera, Mcdonald and Hale",5942,Taylorport,POS,32.54,0,0,18,6,0,0
4999,304.08,Murray and Sons,5942,Jessicamouth,Web,14.28,0,1,6,7,0,0
5000,892.95,"Andrade, Hernandez and Johnson",5411,East Yvonne,Android,28.84,0,5,11,11,0,0
5001,499.15,Patrick-Mcknight,5411,Millertown,Android,10.74,0,0,12,2,0,0
5002,120.3,Martinez-Mccormick,7299,Hallfurt,Android,44.26,0,0,6,2,0,0
5003,619.32,"Young, Watson and Smith",5942,Port Stephenview,Android,45.93,0,4,20,1,0,0
5004,599.41,Ochoa-Chen,5968,Charlestown,Android,16.66,0,4,20,9,0,0
5005,62.53,Carroll-Smith,5968,Colemouth,iOS,13.04,0,5,8,3,0,0
5006,20.36,Mercer Ltd,5261,South Jenniferport,iOS,29.9,0,2,21,8,0,0
5007,343.83,Frederick-Phelps,5812,West Daniel,Android,8.61,0,1,0,10,0,0
5008,720.2,"Rodriguez, Martin and Koch",5942,Donshire,Android,29.08,0,3,17,4,0,0
5009,86.45,Orr PLC,5261,Lake Jonmouth,Web,15.27,0,0,20,9,0,0
5010,16.49,Kramer Inc,5968,Wilsonhaven,iOS,3.13,0,3,23,12,0,0
5011,995.3,Hall Inc,5411,Christineberg,Android,38.31,0,3,3,8,0,0
5012,899.92,Swanson-Wade,5942,Hilltown,Web,5.12,0,5,2,3,0,0
5013,204.99,"Williams, Lynn and Evans",5942,Amyshire,Android,29.49,0,1,14,2,0,0
5014,686.9,Rowe Inc,7299,Shepardberg,iOS,44.56,0,4,0,3,0,0
5015,480.71,Horne-Richardson,5411,Williamschester,Web,43.17,0,5,3,5,0,0
5016,315.93,Rogers Inc,5968,South Megan,POS,55.51,0,1,18,6,0,0
5017,57.99,Schmitt-Henry,5261,North Davidtown,POS,16.46,0,6,2,7,0,0
5018,752.84,Sandoval Group,5411,East Melissa,iOS,29.23,0,6,22,9,0,0
5019,910.47,Farrell-Callahan,5411,South Megan,Web,32.95,0,2,22,6,0,0
5020,347.23,Martin and Sons,5261,Jennymouth,iOS,45.88,0,2,3,10,0,0
5021,22.6,"Ellis, Young and Smith",5812,Christopherville,POS,28.92,0,5,17,7,0,0
5022,268.77,Ryan PLC,5261,Brownhaven,POS,2.48,0,2,0,4,0,0
5023,968.5,"Hopkins, Jacobs and Coleman",5411,Melissafurt,iOS,0.97,0,6,5,3,0,0
5024,762.47,"Silva, Garcia and Keith",5411,South Katherine,POS,28.95,0,3,16,8,0,0
5025,759.9,Ortiz PLC,5942,Lake Katherine,Android,16.03,0,5,9,5,0,0
5026,614.7,Lindsey-Lang,5261,South Jacob,iOS,3.19,0,1,15,9,0,0
5027,690.4,Moore-Hodges,5411,Jonathanview,iOS,48.86,0,3,4,9,0,0
5028,375.64,"Clements, Woods and Bruce",7299,Cynthiatown,Android,6.11,0,3,21,6,0,0
5029,982.92,Chavez-James,5261,North Catherineport,Web,3.87,0,4,20,11,0,0
5030,879.33,Casey-Graham,5411,West Tracy,Android,48.24,0,1,3,1,0,0
5031,427.49,Wallace LLC,5261,Zacharychester,Web,31.59,0,1,11,7,0,0
5032,979.19,"Higgins, Lopez and Reyes",5942,Hollyhaven,iOS,12.34,0,1,0,2,0,0
5033,43.53,Roberts LLC,5942,Danielsberg,Web,14.06,0,5,5,11,0,0
5034,701.62,"Daniels, Morgan and Page",5261,Lake Rachelmouth,POS,28.37,0,1,11,5,0,0
5035,724.73,Ramos Ltd,5942,Sandrafort,POS,49.54,0,2,7,7,0,0
5036,630.54,Mejia-Abbott,5942,Port Josephfort,Android,33.49,0,6,10,4,0,0
5037,725.53,Martinez Ltd,5411,East Thomasfort,POS,38.01,0,4,18,10,0,0
5038,602.8,"Horn, Cook and White",5812,New Michaelfurt,Web,35.23,0,2,5,10,0,0
5039,743.85,Hanson Group,5812,Lake Antoniofurt,iOS,32.44,0,1,22,5,0,0
5040,796.39,Valdez Ltd,5261,North Lance,Web,43.84,0,3,20,1,0,0
5041,516.13,Cervantes-Howell,5968,North Deborah,iOS,8.06,0,1,12,3,0,0
5042,897.1,Rubio LLC,7299,Lorihaven,Web,20.08,0,4,16,11,0,0
5043,25.78,Coleman and Sons,5812,Brendaburgh,Web,3.8,0,3,12,10,0,0
5044,506.42,"Calderon, Carr and Hernandez",7299,Sarahton,Web,37.4,0,6,15,8,0,0
5045,90.17,Winters LLC,5968,Gouldmouth,Android,50.66,0,6,9,6,0,0
5046,28.9,Garza-Rodriguez,5968,Port Andrewhaven,Web,11.77,0,4,17,12,0,0
5047,477.39,Green and Sons,5812,Lake Johnfort,Web,21.86,0,0,17,9,0,0
5048,591.74,"Howard, Ayala and Monroe",5942,North Amberborough,Web,23.8,0,5,6,7,0,0
5049,516.56,Mccullough-Nixon,5411,Alexaville,Web,9.21,0,6,4,11,0,0
5050,431.51,Davis and Sons,5812,West Michaelchester,POS,44.01,0,2,12,7,0,0
5051,442.85,"Mann, Butler and Wagner",5411,South Amber,Web,6.07,0,2,11,9,0,0
5052,210.67,"Jackson, Cox and Craig",5812,Amyport,Android,3.07,0,3,16,8,0,0
5053,440.59,"Lee, Burns and Williams",5942,Samanthaland,POS,27.08,0,1,15,8,0,0
5054,19.73,Lopez-Schneider,5942,Nicholasville,Web,56.09,0,1,16,8,0,0
5055,838.84,"Miller, Miller and Reid",5261,East Michaelchester,Web,50.74,0,1,10,11,0,0
5056,615.57,Wood Inc,5411,Michelleville,Android,29.87,0,2,1,11,0,0
5057,948.74,Ayala PLC,5942,West Susanstad,Android,26.88,0,6,17,1,0,0
5058,409.86,Krause-Peterson,5942,North Kimberly,iOS,55.66,0,4,22,2,0,0
5059,11.38,"Evans, Green and Sharp",7299,Deanport,Web,40.38,0,0,17,3,0,0
5060,280.96,"Graham, Brown and Rivers",7299,North Carrieside,POS,26.06,0,2,6,6,0,0
5061,248.09,"Allen, Fisher and Perry",5942,East Andrewton,iOS,14.73,0,1,20,4,0,0
5062,293.54,"Butler, Woods and Vaughn",7299,Amberton,Web,52.9,0,4,23,6,0,0
5063,634.61,Williams PLC,5411,Wilsonside,Web,45.35,0,0,19,8,0,0
5064,481.71,Wu-Price,5812,Diazton,Web,12.16,0,4,22,10,0,0
5065,216.68,Welch-Jenkins,7299,North Ericton,Android,2.08,0,1,7,7,0,0
5066,681.79,Mosley-Mitchell,5968,Port Tracey,Android,49.1,0,5,11,1,0,0
5067,151.06,Garrison Inc,5942,Rachelland,Web,27.55,0,2,12,10,0,0
5068,250.05,Burton Inc,5261,North Brendaborough,Web,56.64,0,1,9,1,0,0
5069,73.78,"Martin, Jones and Bailey",5942,South Hannahshire,POS,36.31,0,0,17,3,0,0
5070,92.2,Navarro-Grant,5812,Jeffreyfort,Web,6.06,0,4,1,5,0,0
5071,613.35,"Jackson, Macias and Sanford",5968,Thomaston,Android,42.78,0,6,23,10,0,0
5072,489.34,Roberson PLC,5261,North Jocelyn,POS,11.74,0,4,19,3,0,0
5073,960.32,Peters Group,5261,Fisherberg,iOS,43.54,0,5,1,11,0,0
5074,536.12,Reyes PLC,5411,Jessicafort,POS,46.84,0,0,9,6,0,0
5075,722.64,"Duran, Carlson and Chambers",5411,Harrisside,Android,19.48,0,5,18,5,0,0
5076,426.69,Mcdaniel Group,7299,North Christina,POS,33.93,0,1,21,9,0,0
5077,445.67,Duncan and Sons,7299,East Joannchester,Web,40.44,0,2,10,9,0,0
5078,186.77,Martinez PLC,7299,South Adamborough,Web,10.51,0,4,9,12,0,0
5079,348.35,Larson-Henderson,5261,Port Evelyn,Web,31.87,0,2,11,7,0,0
5080,635.89,Harris LLC,7299,Port Sonya,POS,2.29,0,6,22,3,0,0
5081,146.0,Hunter-Graves,5411,East Joseph,iOS,50.99,0,3,22,7,0,0
5082,936.29,Vincent-Rodriguez,5261,North Matthew,Web,2.29,0,5,3,3,0,0
5083,336.21,"Jenkins, Richards and Wilson",7299,New Mary,Android,45.08,0,5,20,6,0,0
5084,762.39,"Lee, Howe and Gordon",7299,Amandahaven,Web,36.82,0,1,18,10,0,0
5085,268.15,"Francis, King and Clarke",5261,New Johnborough,Android,45.01,0,6,10,4,0,0
5086,789.42,Bradford PLC,5261,Lake Becky,iOS,11.3,0,1,8,1,0,0
5087,81.71,Roberts-Mitchell,5942,Matthewmouth,POS,49.38,0,1,11,6,0,0
5088,261.21,Navarro-Gonzales,5261,Maldonadohaven,Web,48.1,0,4,23,7,0,0
5089,306.24,Frazier LLC,5942,East Christophermouth,Web,39.15,0,3,21,12,0,0
5090,949.18,"Leonard, Walsh and Gaines",5968,West Kelly,POS,18.79,0,0,22,6,0,0
5091,329.06,Anderson Ltd,5411,Alexanderstad,Android,42.03,0,3,9,6,0,0
5092,540.06,Fernandez PLC,5411,Hunterstad,iOS,9.67,0,4,4,5,0,0
5093,131.14,Velez-Boyd,5968,West David,Web,9.59,0,5,15,3,0,0
5094,999.71,Washington Ltd,7299,South Sarah,Web,25.22,0,1,6,10,0,0
5095,795.28,Landry LLC,5411,North Johnland,POS,32.78,0,5,20,3,0,0
5096,383.92,Estrada and Sons,5261,South Carla,POS,21.07,0,2,18,3,0,0
5097,631.75,"Lee, King and Stewart",5812,East Gwendolyn,POS,22.59,0,6,0,4,0,0
5098,637.3,"Fisher, Cooper and Baker",5411,Annville,Android,12.85,0,0,13,12,0,0
5099,351.8,Ford Ltd,5968,Steveburgh,Android,15.46,0,5,13,2,0,0
5100,306.46,Floyd-Martin,7299,Hamiltonland,Web,32.58,0,5,8,8,0,0
5101,71.78,Grant Ltd,5411,Wrighthaven,iOS,4.24,0,1,2,4,0,0
5102,556.12,Velasquez-Fitzgerald,5968,New Karenberg,Android,30.85,0,0,7,5,0,0
5103,806.23,"Hinton, Robertson and Hall",5942,Hortonton,Web,7.25,0,3,5,5,0,0
5104,317.3,"Taylor, Brooks and Sanchez",5942,Kimmouth,Android,23.3,0,0,17,4,0,0
5105,801.12,Dunn LLC,5812,Phelpschester,Android,50.68,0,1,17,8,0,0
5106,276.42,Smith-Bullock,5411,Petersonmouth,iOS,54.29,0,0,9,10,0,0
5107,975.58,Horne Group,5968,New Olivia,POS,41.0,0,5,22,11,0,0
5108,71.42,Fox-Chapman,5812,East Bobbyhaven,iOS,22.72,0,3,21,8,0,0
5109,436.05,Johnson Group,5261,Port David,POS,40.97,0,4,19,8,0,0
5110,107.67,Woods Inc,5812,Lake Jake,Web,53.09,0,4,0,7,0,0
5111,453.08,James-Smith,5411,Lake Shellyborough,POS,36.69,0,2,4,4,0,0
5112,782.5,Walker and Sons,5261,South Jessica,POS,14.63,0,3,21,1,0,0
5113,824.14,Ellis-Pruitt,5942,Dorothyville,Android,42.78,0,2,4,1,0,0
5114,714.09,Baker-Dyer,7299,West Reginald,iOS,10.94,0,2,3,1,0,0
5115,995.42,Murphy and Sons,7299,Oneillmouth,Android,37.55,0,0,16,6,0,0
5116,996.97,"Sharp, Garcia and Miller",5942,Lake Joshualand,POS,38.51,0,4,0,4,0,0
5117,43.71,Washington Ltd,5942,Amandatown,iOS,52.76,0,3,22,8,0,0
5118,657.22,"Turner, Schmidt and Bryant",5261,South John,POS,22.11,0,6,7,5,0,0
5119,332.88,Duncan-Johnson,5261,East Travis,Android,3.92,0,5,18,8,0,0
5120,216.69,Yates-Rosales,7299,Rogersland,Web,10.71,0,1,4,10,0,0
5121,179.33,"Barnes, Newman and Snow",5411,Andreachester,POS,36.43,0,6,19,8,0,0
5122,87.74,"Oliver, Stewart and Mcbride",5968,South Tracy,iOS,20.43,0,1,8,8,0,0
5123,107.91,Jordan PLC,5411,East Nicholas,POS,22.47,0,5,9,11,0,0
5124,690.44,Church-Wagner,5411,Simmonsstad,POS,25.7,0,2,22,12,0,0
5125,275.25,"Hoffman, Moore and Jones",5968,Port Darryl,Web,11.44,0,6,10,9,0,0
5126,176.57,Vazquez-Parker,5812,Garciaberg,iOS,22.71,0,1,5,12,0,0
5127,816.39,Stone and Sons,5968,Jonesport,iOS,8.16,0,4,4,8,0,0
5128,315.14,Gonzalez and Sons,5968,West Justinburgh,POS,0.56,0,6,6,5,0,0
5129,476.23,Kelley Group,5411,Melissamouth,iOS,55.13,0,5,22,10,0,0
5130,310.1,Long Group,5942,West Dean,iOS,3.65,0,4,0,10,0,0
5131,751.07,"Murphy, Sullivan and Gibson",7299,Amberchester,POS,21.04,0,6,15,4,0,0
5132,87.15,"Ali, Fuller and Gregory",5261,New Laura,Android,3.86,0,2,19,3,0,0
5133,979.26,Barnes-Klein,5812,West Kristinfurt,POS,20.39,0,4,0,1,0,0
5134,395.54,Lee PLC,5261,Vasquezfort,Web,48.24,0,3,3,7,0,0
5135,634.46,Hinton Inc,7299,Blanchardmouth,POS,35.79,0,0,4,1,0,0
5136,158.96,Ritter LLC,7299,Mariahmouth,iOS,5.17,0,2,7,5,0,0
5137,552.18,Goodman-Frank,5411,Lydiamouth,iOS,28.25,0,5,17,6,0,0
5138,604.71,"Ward, West and Campbell",5812,Port Joshua,POS,56.45,0,3,14,9,0,0
5139,101.54,Patel LLC,5261,Alexanderfort,Android,32.41,0,0,23,3,0,0
5140,789.89,Hart-Ryan,5411,Port Christy,Web,13.46,0,5,19,5,0,0
5141,822.29,Hall Ltd,5411,Lake Jonathan,Web,33.85,0,0,11,1,0,0
5142,650.21,Smith-Kane,5411,South Patrick,Android,17.4,0,4,21,11,0,0
5143,639.26,Horn-Camacho,5411,West Tiffanybury,Web,34.44,0,5,1,8,0,0
5144,14.88,Jackson LLC,7299,Shawshire,POS,42.78,0,1,22,7,0,0
5145,140.42,Morales-Dougherty,5812,Lake Josephtown,Web,39.84,0,3,1,5,0,0
5146,352.73,Campbell Inc,5812,Juliefurt,iOS,46.47,0,3,9,8,0,0
5147,619.13,Rodriguez Ltd,5812,Lake Mindy,Web,50.42,0,4,20,9,0,0
5148,354.11,Stevens-Jordan,7299,Lake Sherriborough,Android,16.76,0,5,14,2,0,0
5149,542.65,Smith and Sons,5942,Washingtonborough,Android,3.46,0,3,3,11,0,0
5150,434.42,Atkinson LLC,5812,Lake Michael,POS,25.32,0,5,16,9,0,0
5151,742.5,Fields-Jackson,7299,Sherrychester,POS,24.97,0,0,12,2,0,0
5152,789.82,"Camacho, Stout and Williams",5812,West Mike,Web,8.73,0,2,8,5,0,0
5153,627.52,Harris-Cervantes,5411,Alecshire,Web,44.52,0,3,21,6,0,0
5154,410.2,Phelps-Perry,7299,West Matthew,Web,1.63,0,4,1,11,0,0
5155,900.47,Barnes LLC,5942,North Andreahaven,iOS,3.11,0,4,2,11,0,0
5156,208.94,"Schmidt, Jones and Wood",5968,Leslieville,POS,47.4,0,1,14,11,0,0
5157,105.59,Wilson LLC,5261,Suttonchester,Web,53.38,0,4,8,4,0,0
5158,252.38,Warren-Fisher,5411,Port Larry,iOS,17.54,0,2,15,7,0,0
5159,562.9,"Harris, Johns and Wood",7299,Port Ryanfurt,POS,28.5,0,0,5,3,0,0
5160,867.59,"Johnson, Santana and Cunningham",7299,South Allison,Web,44.39,0,0,4,1,0,0
5161,86.42,Raymond Inc,5942,Jacobport,Web,39.82,0,3,22,6,0,0
5162,492.19,Martin-Wheeler,5942,Robersonstad,Web,4.97,0,0,17,8,0,0
5163,615.17,Hawkins PLC,5812,South Michelleburgh,iOS,57.43,0,6,19,9,0,0
5164,239.5,Perez Group,5812,Port Nicole,POS,37.77,0,3,17,1,0,0
5165,357.07,Johnston-Pruitt,5968,Connorstad,Web,16.43,0,1,23,6,0,0
5166,342.42,"Paul, Parsons and Norris",5411,Lisafort,POS,55.79,0,4,2,11,0,0
5167,441.33,Johnson PLC,7299,Port Jasmine,iOS,30.95,0,0,7,10,0,0
5168,296.1,Green-Brown,5968,South Benjaminborough,iOS,49.32,0,2,22,1,0,0
5169,688.52,Clark LLC,5812,Port Lance,Android,15.25,0,5,8,9,0,0
5170,887.85,"Vazquez, Cameron and Foster",5261,Matthewview,Android,2.47,0,5,19,2,0,0
5171,451.55,Houston and Sons,5968,Lauramouth,Android,16.55,0,0,17,8,0,0
5172,650.47,Castillo-Ortiz,5968,Jamesshire,iOS,2.67,0,5,10,11,0,0
5173,883.77,Gomez Group,5812,Crystalfurt,Android,20.04,0,4,13,9,0,0
5174,485.9,"Jones, Williams and Clayton",5812,Christophermouth,Android,14.35,0,4,12,6,0,0
5175,808.21,"Larson, Henderson and Young",5261,New Jennifer,Android,30.62,0,6,1,4,0,0
5176,639.83,Barton LLC,7299,Michaelhaven,Web,105.92,1,5,17,4,0,1
5177,93.15,"Fowler, Long and Wilson",5968,North Reneeborough,Android,3.82,0,1,9,10,0,0
5178,669.22,Harrington-Reyes,5261,Adamsstad,Web,35.68,0,1,3,11,0,0
5179,617.76,Yates-Boyd,5261,Andersontown,POS,15.94,0,6,3,6,0,0
5180,843.79,Roy-Hickman,5261,Bellfort,Android,31.5,0,2,6,3,0,0
5181,177.05,"Valenzuela, Sanders and Turner",5942,South Chadport,iOS,29.72,0,0,17,4,0,0
5182,623.99,Cabrera-Simmons,7299,Floresborough,Android,42.97,0,1,0,6,0,0
5183,117.98,"Shields, Austin and Bruce",5261,Lisaton,Android,57.74,0,3,18,12,0,0
5184,153.73,Simpson LLC,7299,North David,POS,8.52,0,0,21,12,0,0
5185,763.1,"Brock, Sheppard and Cruz",5968,Yangport,Android,51.28,0,3,9,8,0,0
5186,19.33,"Smith, Jenkins and Oneill",7299,Campbellbury,iOS,11.53,0,0,17,5,0,0
5187,10.78,"Sims, Peters and Ferguson",5411,North Ethanhaven,Web,0.57,0,0,9,10,0,0
5188,652.91,Mcdowell-Johnson,5942,West Aaron,iOS,56.46,0,3,0,9,0,0
5189,285.79,"Brown, Scott and Sanchez",5942,East Taylorfort,Android,34.42,0,5,18,7,0,0
5190,434.79,Cobb Inc,5261,Brayberg,Web,51.61,0,1,15,5,0,0
5191,385.55,Miller Inc,5968,New Stephen,POS,27.18,0,4,11,6,0,0
5192,470.64,"Espinoza, Fleming and Price",5261,West Brian,iOS,17.37,0,3,20,6,0,0
5193,109.38,Williams-Callahan,5261,North Anthonychester,Web,25.98,0,5,0,8,0,0
5194,197.07,Stone-Matthews,7299,New Anthonyton,Android,23.14,0,2,22,5,0,0
5195,904.67,Forbes PLC,5942,Jacksonton,POS,5.3,0,3,19,1,0,0
5196,4289.84,Edwards-Williams,5968,Gaineston,Web,110.2,1,5,9,10,1,1
5197,394.86,Hansen-Gonzalez,7299,East Tamara,Web,58.85,0,1,17,11,0,0
5198,39.45,Oliver PLC,5411,Tranburgh,POS,50.3,0,2,17,1,0,0
5199,725.21,Osborn-Bell,5411,Stephensborough,POS,3.64,0,4,10,12,0,0
5200,23.63,Thompson LLC,5942,Lake Jennifer,Android,3.28,0,0,0,6,0,0
5201,865.16,"Dorsey, Perez and Yang",5261,Marquezville,POS,44.57,0,2,21,5,0,0
5202,826.21,"Morgan, Ingram and Frost",5942,Kristinton,Web,69.78,1,2,8,12,0,0
5203,885.56,"Wu, Gibson and Lewis",5968,Nortonchester,POS,13.62,0,3,20,3,0,0
5204,281.13,Mckenzie-Owens,5942,Lake Tommystad,iOS,37.1,0,2,21,10,0,0
5205,710.9,Rose-Cruz,5261,East Jennifer,Android,11.15,0,4,0,4,0,0
5206,74.47,Goodman LLC,5968,Port Robinfort,POS,6.95,0,2,10,7,0,0
5207,686.67,"Wilson, Clarke and Gibson",7299,East Thomasside,Web,13.88,0,6,23,7,0,0
5208,269.98,"Wilson, Lopez and King",5261,Brianmouth,POS,51.72,0,0,4,4,0,0
5209,65.03,Johnson PLC,5261,Cortezville,Web,56.51,0,0,18,3,0,0
5210,26.42,Day Group,5411,Olsonmouth,Android,11.08,0,4,18,6,0,0
5211,230.37,Sexton-Pitts,5411,West Michaelmouth,Android,14.97,0,3,6,8,0,0
5212,660.45,Scott-Ferguson,7299,East Scottton,Web,35.23,0,3,4,3,0,0
5213,464.45,Stephens Group,5411,New Cassandra,iOS,0.92,0,3,6,1,0,0
5214,329.06,"Harvey, Bell and Meyer",7299,New Anthony,Web,27.1,0,3,16,2,0,0
5215,869.53,"Estrada, Garcia and Petty",5812,Lake Connie,iOS,44.29,0,0,4,5,0,0
5216,71.79,Yang-Lynch,5411,East Jerryfort,Web,19.15,0,1,6,5,0,0
5217,1112.42,Thomas Ltd,7299,Anthonyland,Android,117.93,1,0,11,7,0,1
5218,590.39,Kelly-Berry,5812,East Jason,Web,34.18,0,1,20,11,0,0
5219,438.43,"Martinez, Banks and Mcmahon",5942,Lake Nicole,Android,42.01,0,6,14,6,0,0
5220,145.46,"Briggs, Thomas and Garcia",5261,Emilyborough,Web,47.77,0,6,18,1,0,0
5221,137.19,Morse LLC,5968,Port Philliphaven,POS,15.16,0,0,12,12,0,0
5222,332.0,"Hansen, Rice and Rodriguez",5968,Sandrabury,Android,50.11,0,0,16,5,0,0
5223,292.84,"Graham, Miller and Shepard",5411,New Scott,Web,33.41,0,3,5,11,0,0
5224,176.15,Sanchez and Sons,7299,Judyborough,Web,24.18,0,2,1,1,0,0
5225,843.98,"Scott, Stevens and Palmer",5261,West Chase,Web,24.64,0,6,20,4,0,0
5226,372.63,Branch-Barrera,5812,East Teresaside,Android,16.26,0,6,8,5,0,0
5227,671.05,"Green, Barnes and Blackburn",5261,East Angela,iOS,38.33,0,6,23,2,0,0
5228,78.58,Klein PLC,5942,Lake Gregoryton,POS,45.91,0,2,13,1,0,0
5229,732.76,"Moran, Hall and Williams",5968,Boydbury,Android,31.2,0,2,22,7,0,0
5230,863.05,"Gray, Buckley and Thompson",5812,South Donna,iOS,28.47,0,2,12,1,0,0
5231,633.64,"Herman, Frye and Cox",5942,New Prestonstad,Web,52.38,0,0,17,12,0,0
5232,931.31,Mcfarland Ltd,7299,Port Hollymouth,POS,9.21,0,0,4,8,0,0
5233,466.77,"Johnson, Montgomery and Garrett",5261,Lake Wendystad,Web,23.18,0,2,1,1,0,0
5234,258.18,Banks and Sons,5968,Coxview,POS,45.3,0,6,11,10,0,0
5235,337.98,Barnett-Green,5942,North Mary,iOS,6.58,0,3,15,3,0,0
5236,236.45,"Patterson, Gonzalez and Freeman",5411,Amandabury,iOS,57.39,0,4,22,5,0,0
5237,23.19,Ramirez-Martin,5411,Lake Amandaborough,Android,19.12,0,4,5,4,0,0
5238,257.56,Burgess PLC,5812,Lake Audrey,iOS,30.18,0,1,18,3,0,0
5239,140.78,Rodgers-Jimenez,5411,Amyborough,POS,18.9,0,2,8,10,0,0
5240,673.52,Wood-Miller,5411,North Sheryl,Web,38.36,0,1,13,8,0,0
5241,549.61,Neal PLC,5812,Garciaside,iOS,46.8,0,3,16,6,0,0
5242,596.68,Stephens-Howard,5411,North Christopher,Android,53.83,0,2,9,2,0,0
5243,650.18,"Carter, Garcia and Munoz",5942,Dominiqueport,POS,58.78,0,2,17,12,0,0
5244,706.88,"Allen, Ramirez and Schroeder",5968,Sanderston,iOS,21.24,0,2,3,1,0,0
5245,301.55,Johnston-Martin,5942,Masonville,Web,41.82,0,4,2,12,0,0
5246,873.34,"White, Smith and Burnett",5261,Haleyland,Web,59.87,0,3,2,11,0,0
5247,537.87,Pierce-Lowe,5812,Brettmouth,Android,13.57,0,3,13,2,0,0
5248,979.85,"Erickson, Ortega and Thomas",5261,West Sherrymouth,Android,1.02,0,3,12,1,0,0
5249,608.92,"Phillips, Richardson and Peterson",5812,New Kelsey,Android,21.47,0,4,7,1,0,0
5250,527.66,Kelly Inc,5968,Jasonborough,iOS,42.08,0,5,7,11,0,0
5251,541.7,King-Hudson,5968,North Diana,Web,4.4,0,0,13,4,0,0
5252,41.94,Thomas-Reese,5968,Victoriaberg,iOS,12.87,0,4,16,12,0,0
5253,790.49,"Smith, Phillips and Graham",5942,North Katherineborough,POS,10.36,0,5,7,7,0,0
5254,583.09,"Baker, Tucker and Kirk",5968,West Amandaside,POS,19.37,0,0,6,12,0,0
5255,954.55,Doyle Ltd,5812,Dyerbury,iOS,51.73,0,0,14,12,0,0
5256,200.42,Perry PLC,5968,Raymondfort,POS,28.67,0,3,14,1,0,0
5257,298.03,"Murray, Bautista and Rojas",5411,West Willie,iOS,18.38,0,1,16,5,0,0
5258,129.39,Hickman LLC,5411,West Jacqueline,Android,41.92,0,4,11,1,0,0
5259,466.4,Moyer Inc,5261,Singletontown,Web,23.73,0,1,11,5,0,0
5260,96.14,"Myers, Lozano and Zimmerman",5968,East Courtney,Web,42.36,0,6,2,9,0,0
5261,708.41,"Hall, Perry and Francis",5942,South Eric,Android,31.83,0,0,13,8,0,0
5262,789.68,Salinas-Hernandez,7299,South Dawnton,iOS,13.71,0,1,2,6,0,0
5263,262.87,Hernandez LLC,5812,New Yesenia,Android,32.41,0,4,0,12,0,0
5264,470.5,Nelson-Parrish,5812,Lake Justinberg,Web,25.73,0,0,19,10,0,0
5265,787.84,Reyes-Melendez,5812,Hullview,Android,25.69,0,5,7,8,0,0
5266,454.34,Simpson-Brooks,5812,West Scottside,Android,37.31,0,0,15,8,0,0
5267,459.96,Lee Group,5261,Williamsborough,iOS,20.76,0,4,2,6,0,0
5268,583.73,Russell LLC,7299,West Ronaldshire,iOS,20.67,0,2,12,7,0,0
